how is hydrogen produced,Currently the dominant technology for direct production is steam reforming from hydrocarbons .
how many percent is a basis point,"The relationship between percentage changes and basis points can be summarized as follows: 1 percentage point change = 100 basis points, and 0.01 percentage points = 1 basis point."
what genre is bloody beetroots,"The Bloody Beetroots is the pseudonym of Sir Bob Cornelius Rifo, the Italian electro house and dance-punk music producer , DJ and photographer ."
what country is madrid spain in,"Madrid (, ) is the capital and largest city of Spain ."
What causes rogue waves,"Rogue waves seem not to have a single distinct cause, but occur where physical factors such as high winds and strong currents cause waves to merge to create a single exceptionally large wave."
what happened to montgomery clift,"Later, after a disfiguring car crash in 1956, and alcohol and prescription drug abuse, he became erratic."
how many asian indians live in usa,"Indian Americans are citizens of the United States of Indian ancestry and comprise about 3.18 million people, or ~1.0% of the U.S. population, the country's third largest self-reported Asian ancestral group after Chinese Americans and Filipino Americans according to American Community Survey of 2010 data."
what caused the world war 2,The culmination of events that led to the outbreak of war are generally understood to be the 1939 invasion of Poland by Germany and Soviet Russia and the 1937 invasion of the Republic of China by the Empire of Japan .
what happened to george o'malley on grey's anatomy?,"Despite this, his death received mixed feedback."
how many people die from myasthenia gravis per year,The disease incidence is 3–30 cases per million per year and rising as a result of increased awareness.
how many rooms in borgata hotel,"The $1.1 billion casino hotel features 2,002 rooms and is the largest hotel in New Jersey ."
what country has the most muslims in the world,"The largest Muslim country is Indonesia , home to 12.7% of the world's Muslims, followed by Pakistan (11.0%), India (10.9%), and Bangladesh (9.2%)."
what country is dubai in,"Dubai ( ; ', ) is a city in the United Arab Emirates , located within the emirate of the same name."
how much of earth is covered ocean water,"Approximately 72% of the planet's surface (~3.6x108 km2) is covered by saline water that is customarily divided into several principal oceans and smaller seas, with the ocean covering approximately 71% of the Earth's surface."
how is root beer made?,"Root beer is a carbonated , sweetened beverage , originally made using the root of a sassafras plant (or the bark of a sassafras tree) as the primary flavor."
how much did yankee stadium cost,"Also controversial was the price tag of $1.5 billion, which makes it not only the most expensive baseball stadium ever built, but the second-most expensive stadium of any kind (after MetLife Stadium in East Rutherford, New Jersey )."
what does informal logic mean,"Informal logic, intuitively, refers to the principles of logic and logical thought outside of a formal setting."
what country is turkey in,"Turkey is bordered by eight countries: Bulgaria to the northwest; Greece to the west; Georgia to the northeast; Armenia , Iran and the Azerbaijani exclave of Nakhchivan to the east; and Iraq and Syria to the southeast."
"what county is Augusta,GA located in?","Augusta is the principal city of the Augusta – Richmond County Metropolitan Statistical Area , which as of 2010 had an estimated population of 556,877, making it both the second-largest city and the second-largest metro area in the state after Atlanta ."
"What happened to ""The Glades"" tv series",The show has been renewed for a fourth season.
how many albums has eminem sold in his career,"He has sold more than 100 million records worldwide, including 42 million tracks and 49.1 million albums in the United States."
what do pigs eat,Pigs are omnivores and are highly social and intelligent animals.
what does a cutter do,"In baseball , a cutter, or cut fastball, is a type of fastball which breaks slightly toward the pitcher 's glove side as it reaches home plate ."
what it takes aerosmith album,It was released in 1990 as the third single from Aerosmith's critically and commercially successful 1989 album Pump .
what county is erie colorado,Erie is a Statutory Town in Boulder and Weld counties in the U.S. state of Colorado .
What happened during the Starving Time in Jamestown?,There is scientific evidence that the settlers at Jamestown had turned to cannibalism during the starving time.
what classes are considered humanities,"Human disciplines like history , cultural anthropology and psychoanalysis study subject matters to which the experimental method does not apply, and they have access instead to the comparative method and comparative research ."
what does the president of the usa do,"The president is further empowered to grant federal pardons and reprieves , and to convene and adjourn either or both houses of Congress under extraordinary circumstances."
what food is in afghan,"Accompanying these staples are dairy products ( yogurt and whey ), various nuts , and native vegetables, as well as fresh and dried fruits; Afghanistan is well known for its grapes ."
how kimberlite pipes form,Volcanic pipes are relatively rare.
how many seasons of grey's anatomy are there,"On May 11, 2012, the series was renewed for a ninth season, which premiered on September 27, 2012."
how is schizophrenia diagnosed?,Diagnosis is based on observed behavior and the patient's reported experiences.
what kind of cut is tri tip,"It is a small triangular muscle , usually 1.5 to 2.5 lbs. (675 to 1,150g) per side of beef."
what county is willmar mn in?,"Willmar is a city in, and the county seat of, Kandiyohi County , Minnesota , United States ."
what kind of company is Microsoft?,"Microsoft Corporation is an American multinational software corporation headquartered in Redmond , Washington that develops, manufactures, licenses, and supports a wide range of products and services related to computing ."
how does weather happen,Weather is driven by air pressure (temperature and moisture) differences between one place and another.
how many countries have english as an official language,"In 2012, there were 88 states in total (60 sovereign states and 28 non-sovereign states)."
what countries are in cono sur,"In the narrowest sense, it only covers Argentina , Chile and Uruguay , bounded on the north by the states of Brazil, Paraguay, Bolivia and Peru, on the west by the Pacific Ocean, and south to the junction between the Pacific and Atlantic Oceans, which it is the closest continental area of Antarctica (1000 km)."
how many innings makes an official game,"Since most professional baseball games are nine innings long, the fifth inning is used as the threshold for an official game."
what branch of the military is delta force,It was formerly listed as the Combat Applications Group by the Department of Defense but has since been officially re-designated the Army Compartmented Elements (ACE).
what causes the seasons,Seasons result from the yearly revolution of the Earth around the Sun and the tilt of the Earth's axis relative to the plane of revolution.
what does 3g network mean,"3G, short for third Generation, is the third generation of mobile telecommunications technology."
what does Mazel tov! mean,good luck) is a phrase used to express congratulations for a happy and significant occasion or event.
How Do You Get Hepatitis C,"HCV is spread primarily by blood-to-blood contact associated with intravenous drug use , poorly sterilized medical equipment and transfusions ."
how does flexible spending account work,"An FSA allows an employee to set aside a portion of earnings to pay for qualified expenses as established in the cafeteria plan, most commonly for medical expenses but often for dependent care or other expenses."
how tennessee became a state,"Tennessee was the last state to leave the Union and join the Confederacy at the outbreak of the U.S. Civil War in 1861, and the first state to be readmitted to the Union at the end of the war."
how many baseball teams usa,It is composed of 30 teams — 29 in the United States and one in Canada.
what county is coatesville indiana located in,"Coatesville is a town in Clay Township , Hendricks County , Indiana , United States ."
how does Delaware support its claim to being the first state?,"Delaware was one of the 13 colonies participating in the American Revolution and on December 7, 1787, became the first state to ratify the Constitution of the United States , thereby becoming known as The First State."
how many amendments in the US constitution,"Twenty-seven amendments have been ratified since the original signing of the Constitution, the first ten of which are known collectively as the Bill of Rights ."
what does fidelity do,"Fidelity Investments manages a large family of mutual funds , provides fund distribution and investment advice services, as well as providing discount brokerage services , retirement services, wealth management , securities execution and clearance, life insurance and a number of other services."
what causes thunder sound,"In turn, this expansion of air creates a sonic shock wave, similar to a sonic boom , which produces the sound of thunder, often referred to as a clap, crack, or peal of thunder."
what day is the federal holiday for Martin Luther King Jr.,"It is observed on the third Monday of January each year, which is around the time of King's birthday, January 15."
what area code is 949,Area code 949 is an area code in California that is contained mostly within South Orange County .
what does continuous improvement mean,"A continual improvement process, also often called a continuous improvement process (abbreviated as CIP or CI), is an ongoing effort to improve products, services, or processes."
what area code is 810,Area code 810 is the telephone area code serving eastern Michigan .
how many babies are in a typical raccoon litter,"After a gestation period of about 65 days, two to five young, known as ""kits"", are born in spring."
what kind of earthquake was haiti,"The 2010 Haiti earthquake was a catastrophic magnitude 7.0 Mw earthquake , with an epicenter near the town of Léogâne ( Ouest Department ), approximately west of Port-au-Prince , Haiti's capital."
what kind of horse was mr ed,"The stars of the show were Mister Ed, a palomino horse who could ""talk"", played by gelding Bamboo Harvester and voiced by former Western star Allan Lane (who went uncredited for the entire length of the series), and his owner, an eccentric and enormously klutzy , yet friendly, architect named Wilbur Post ( Alan Young )."
What does Rapture meaning in a theological sense?,"The Rapture is a term in Christian eschatology which refers to the ""being caught up"" discussed in 1 Thessalonians 4:17, when the ""dead in Christ"" and ""we who are alive and remain"" will be ""caught up in the clouds"" to meet ""the Lord in the air""."
who does chris humphries play for,"Kris Nathan Humphries (born February 6, 1985) is an American professional basketball player with the Brooklyn Nets ."
what are corporation balance,"A balance sheet is often described as a ""snapshot of a company's financial condition""."
what is .17 hmr caliber,".17 Hornady Magnum Rimfire, commonly known as the .17 HMR, is a rimfire rifle cartridge developed by the ammunition company Hornady in 2002."
what made the civil war different from others,"It remains the deadliest war in American history , resulting in the deaths of an estimated 750,000 soldiers and an undetermined number of civilian casualties."
where to buy potato bread made without wheat,"It is available as a commercial product in many countries, with similar variations in ingredients, cooking method, and other variables."
what year was the 8 track invented,"Stereo 8 was created in 1964 by a consortium led by Bill Lear of Lear Jet Corporation, along with Ampex , Ford Motor Company , General Motors , Motorola , and RCA Victor Records (RCA)."
what are points on a mortgage,"Points, sometimes also called a ""discount point"", are a form of pre-paid interest ."
who killed julius caesar,"But the underlying political conflicts had not been resolved, and on the Ides of March (15 March) 44 BC, Caesar was assassinated by a group of senators led by Marcus Junius Brutus ."
what are  the  official languages of nigeria,"The official language of Nigeria, English , the former colonial language, was chosen to facilitate the cultural and linguistic unity of the country."
"who played guitar on the kiss album, creatures of the night","It is also the band's last album recorded with Ace Frehley credited as an official member (until 1998's Psycho Circus ), and its first album with Vinnie Vincent as the initially uncredited lead guitarist (Vincent would later be credited, but not featured pictorially on the cover, of 1985's reissue of the album )."
who wrote white christmas,White Christmas is an Irving Berlin song reminiscing about an old-fashioned Christmas setting .
what are the different types of cross country skiing,"Cross-country skiing is part of the Nordic skiing sport family, which includes ski jumping , Nordic combined (cross-country skiing and ski jumping), Biathlon (skiing and rifle marksmanship ) and ski-orienteering (which includes map navigation along snow trails and tracks)."
what are use taxes?,A use tax is a type of excise tax levied in the United States by numerous state governments.
WHAT IS A FY QUARTER,"A fiscal year (or financial year, or sometimes budget year) is a period used for calculating annual (""yearly"") financial statements in businesses and other organizations."
who pulmonary hypertension,It was first identified by Dr. Ernst von Romberg in 1891.
what is an array in programming,Array programming primitives concisely express broad ideas about data manipulation.
who wrote a rose is a rose is a rose,"The sentence ""Rose is a rose is a rose is a rose."" was written by Gertrude Stein as part of the 1913 poem Sacred Emily, which appeared in the 1922 book Geography and Plays."
what is a notary for,"A notary's main functions are to administer oaths and affirmations, take affidavits and statutory declarations , witness and authenticate the execution of certain classes of documents, take acknowledgments of deeds and other conveyances, protest notes and bills of exchange, provide notice of foreign drafts, prepare marine or ship's protests in cases of damage, provide exemplifications and notarial copies, and perform certain other official acts depending on the jurisdiction ."
when did the cold war start,"The Cold War, often dated from 1947 to 1991, was a sustained state of political and military tension between powers in the Western Bloc , dominated by the United States with NATO among its allies, and powers in the Eastern Bloc , dominated by the Soviet Union along with the Warsaw Pact ."
what state is pike's peak in?,"Pikes Peak State Park is a state park of Iowa , USA, featuring a bluff overlooking the Upper Mississippi River opposite the confluence of the Wisconsin River ."
what state is jakarta in?,"Jakarta (), officially known as the Special Capital Region of Jakarta (), is the capital and largest city of Indonesia ."
what song is sung in 6 foot 7 foot,"6 Foot 7 Foot (also styled as ""6'7"") is a song by American rapper Lil Wayne featuring label mate, Cory Gunz ."
what is a book index,An index (plural: indexes) is a list of words or phrases ('headings') and associated pointers ('locators') to where useful material relating to that heading can be found in a document.
who sings the song never ending story,The English version was performed by Limahl and Beth Anderson ; the French version was performed by Limahl and Ann Calvert.
who can file suspicious activity report,"In United States financial regulation , a suspicious activity report (or SAR) is a report made by a financial institution to the Financial Crimes Enforcement Network (FinCEN), an agency of the United States Department of the Treasury , regarding suspicious or potentially suspicious activity."
who created facebook,"It was founded in February 2004 by Mark Zuckerberg with his college roommates and fellow Harvard University students Eduardo Saverin , Andrew McCollum , Dustin Moskovitz and Chris Hughes ."
what are the sulfas,The original antibacterial sulfonamides (sometimes called sulfa drugs or sulpha drugs) are synthetic antimicrobial agents that contain the sulfonamide group.
what are risk for infections,"Risk of infection is a nursing diagnosis which is defined as ""the state in which an individual is at risk to be invaded by an opportunistic or pathogenic agent ( virus , fungus , bacteria , protozoa , or other parasite ) from endogenous or exogenous sources"" and was approved by NANDA in 1986."
who owns joe's crab shack,Joe's Crab Shack is an American chain of beach-themed seafood casual dining restaurants owned by Ignite Restaurant Group .
where do cruises dock in new york city,New York City Cruise Liner Terminal in Hell's Kitchen at 52nd Street .
what is a right wing christian,Christian right is a term used in the United States to describe right-wing Christian political groups that are characterized by their strong support of socially conservative policies.
who played the lead roles in the movie leaving las vegas,Nicolas Cage stars as a suicidal alcoholic who has ended his personal and professional life to drink himself to death in Las Vegas .
what is a CMM machine,A coordinate measuring machine is a device for measuring the physical geometrical characteristics of an object.
what percentage of water in in the body,"In a newborn infant, this may be as high as 75 percent of the body weight, but it progressively decreases from birth to old age, most of the decrease occurring during the first 10 years of life."
what type of batteries are 357 (LR44),"LR44 is the IEC designation for an alkaline 1.5 volt button cell , commonly used in small LED flashlights , digital thermometers , calculators , calipers , watches , clocks , toys and laser pointers ."
where did hurricane katrina begin,"Hurricane Katrina formed over the Bahamas on August 23, 2005 and crossed southern Florida as a moderate Category 1 hurricane , causing some deaths and flooding there before strengthening rapidly in the Gulf of Mexico ."
what is an assist in basketball,"In basketball , an assist is attributed to a player who passes the ball to a teammate in a way that leads to a score by field goal , meaning that he or she was ""assisting"" in the basket."
what is 1 mil guaranies in united states dollars,"The mill or mille () (sometimes mil in the UK , when discussing property taxes in the United States , or previously in Cyprus and Malta ) is a now-abstract unit of currency used sometimes in accounting ."
where did the persian war take place,"A fleet was sent to Cyprus in 451 BC, but achieved little, and when it withdrew the Greco-Persian Wars drew to a quiet end."
what is a day care for?,"Child care or day care is the care of a child during the day by a person other than the child's legal guardians , typically performed by someone outside the child's immediate family ."
who discovered neptune the planet,"With a prediction by Urbain Le Verrier , telescopic observations confirming the existence of a major planet were made on the night of September 23–24, 1846, at the Berlin Observatory , by astronomer Johann Gottfried Galle (assisted by Heinrich Louis d'Arrest ), working from Le Verrier's calculations."
what separates me from you album,What Separates Me from You is the fourth studio album by American metalcore / pop punk band A Day to Remember .
when did thomson make the plum-pudding model,"The plum pudding model of the atom by J. J. Thomson , who discovered the electron in 1897, was proposed in 1904 before the discovery of the atomic nucleus in order to add the electron to the atomic model."
what part of the pig is bacon,"It is usually made from side and back cuts of pork, except in the United States, where it is almost always prepared from pork belly (typically referred to as ""streaky"", ""fatty"", or ""American style"" outside of the US and Canada)."
where did erisa come from,ERISA was enacted to protect the interests of employee benefit plan participants and their beneficiaries by:
what percent of illegal immigrants are from mexico and europe,"According to a 2005 Pew Hispanic Center report, 56% of undocumented immigrants were from Mexico ; 22% were from other Latin American countries; 13% were from Asia; 6% were from Europe and Canada; and 3% were from Africa and the rest of the world."
what school district is alvin in?,"Alvin Independent School District is a school district based in Alvin , Texas ( USA )."
what are the houses of hogwarts,"Hogwarts School of Witchcraft and Wizardry, shortened Hogwarts, is a fictional British school of magic for students aged eleven to eighteen, and is the primary setting for the first six books in J.K. Rowling 's Harry Potter series."
when us subprime mortgage market collapse,The U.S. subprime mortgage crisis was a set of events and conditions that led to a financial crisis and subsequent recession that began in 2008.
What kind of personality test is the MBTI,"Robert Kaplan and Dennis Saccuzzo believe ""the underlying assumption of the MBTI is that we all have specific preferences in the way we construe our experiences, and these preferences underlie our interests, needs, values, and motivation"" (p. 499)."
what type of game is heavy rain,Heavy Rain is an interactive drama action-adventure video game created by French developer Quantic Dream exclusively for the PlayStation 3 .
what are superannuation contributions?,Superannuation in Australia refers to the arrangements which people make in Australia to have funds available for them in retirement .
where does a flea live,"Fleas are external parasites , living by hematophagy off the blood of mammals and birds ."
what is a group of deer called,Deer (singular and plural) are the ruminant mammals forming the family Cervidae.
what state was john mccain a senator in during the 2008 election,"Democrat Barack Obama , then the junior Senator from Illinois , defeated Republican John McCain , the senior Senator from Arizona ."
when does the electoral college votes,The United States Electoral College is the institution that officially elects the President and Vice President of the United States every four years.
when barack obama was born,"Barack Hussein Obama II (; born August 4, 1961) is the 44th and current President of the United States , the first African American to hold the office."
who wrote rhythm of the ancient mariner,"The Rime of the Ancient Mariner (originally The Rime of the Ancyent Marinere) is the longest major poem by the English poet Samuel Taylor Coleridge , written in 1797–98 and published in 1798 in the first edition of Lyrical Ballads ."
when did freddie mercury die,"Freddie Mercury (born Farrokh Bulsara; Gujarati : ફરોખ બલ્સારા‌, Pharōkh Balsārā‌); 5 September 1946 – 24 November 1991) was a British musician, singer and songwriter, best known as the lead vocalist and lyricist of the rock band Queen ."
what is a .PAC file,"A PAC file contains a JavaScript function “FindProxyForURL(url, host)”."
what are spoilers for,Some spoilers are added to cars primarily for styling purposes and have either little aerodynamic benefit or even make the aerodynamics worse.
who sings i am a man of constant sorrow,"Man of Constant Sorrow (also known as ""I Am A Man of Constant Sorrow"") is a traditional American folk song first recorded by Dick Burnett , a partially blind fiddler from Kentucky ."
who kill franz ferdinand ww1,"On 28 June 1914, Archduke Franz Ferdinand of Austria , heir presumptive to the Austro-Hungarian throne, and his wife, Sophie, Duchess of Hohenberg , were shot dead in Sarajevo , by Gavrilo Princip , one of a group of six Bosnian Serb assassins coordinated by Danilo Ilić ."
what year did disney's animal kingdom lodge open,"It opened on April 16, 2001."
what are two languages in Nigeria?,"The major languages are Yoruba , Hausa , Igbo , Edo , Fulfulde , Kanuri , and Ibibio ."
what war led to Pearl Harbor,"War between Japan and the United States had been a possibility that each nation's military forces planned for since the 1920s, though real tension did not begin until the 1931 invasion of Manchuria by Japan."
what is a mms message,Multimedia Messaging Service (MMS) is a standard way to send messages that include multimedia content to and from mobile phones .
where in the world are smallpox common,The earliest physical evidence of it is probably the pustular rash on the mummified body of Pharaoh Ramses V of Egypt.
what year did the beatles came out with the song i wanna hold your hand,"With advance orders exceeding one million copies in the United Kingdom, ""I Want to Hold Your Hand"" would ordinarily have gone straight to the top of the British record charts on its day of release (29 November 1963) had it not been blocked by the group's first million seller "" She Loves You "", the Beatles' previous UK single, which was having a resurgent spell in the top position following intense media coverage of the group."
what is a gasser car,A gasser was a type of hot rod originating on the dragstrips of the United States in the late 1950s and continued until the early 1970s.
what tensions preceded the berlin blockade,"Their aim was to force the western powers to allow the Soviet zone to start supplying Berlin with food and fuel, thereby giving the Soviets practical control over the entire city."
who sang proud mary,"Proud Mary is a rock song written by American singer-songwriter and multi-instrumentalist John Fogerty , and recorded by his band Creedence Clearwater Revival ."
who sang that song-a change is going to come,"A Change Is Gonna Come is a 1964 single by R&B singer-songwriter Sam Cooke , written and first recorded in 1963 and released under the RCA Victor label shortly after his death in late 1964."
where do crocodiles live,"Crocodiles (subfamily Crocodylinae) or true crocodiles are large aquatic tetrapods that live throughout the tropics in Africa , Asia , the Americas and Australia ."
what percentage of the human body is water,"Arthur Guyton 's Textbook of Medical Physiology states that ""the total amount of water in a man of average weight (70 kilograms) is approximately 40 litres, averaging 57 percent of his total body weight."
what relates to erosion,"Water and wind erosion are now the two primary causes of land degradation ; combined, they are responsible for 84% of degraded acreage, making excessive erosion one of the most significant global environmental problems."
what is a form of legal ownership,"Ownership of property may be private, collective, or common and the property may be objects , land/real estate , or intellectual property ."
where in oregon is albany,"It is located in the Willamette Valley at the confluence of the Calapooia River and the Willamette River in both Linn and Benton counties, just east of Corvallis and south of Salem ."
who wrote what's my name rihanna,"The R&B song was produced by the Norwegian production duo StarGate , and was written by the duo along with Ester Dean , Traci Hale , and Drake ."
what year did isaac newton die,Sir Isaac Newton (25 December 164220 March 1727) was an English physicist and mathematician who is widely regarded as one of the most influential scientists of all time and as a key figure in the scientific revolution .
what is a constant in math?,"A mathematical constant is a special number , usually a real number , that is ""significantly interesting in some way""."
when did abraham lincoln write the emancipation proclamation??,"The Emancipation Proclamation was an order issued to all segments of the Executive branch (including the Army and Navy) of the United States by President Abraham Lincoln on January 1, 1863, during the American Civil War ."
what part of the pre-world war 1 arms race was the most intense?,"The causes of World War I , which began in central Europe in late July 1914 and finished in 1918, included many factors, such as the conflicts and hostility of the four decades leading up to the war."
who owns land rover,"It is part of the Jaguar Land Rover group, a subsidiary of Tata Motors of India."
what states have legalized prostitution,"Currently, Nevada is the only state to allow brothel prostitution, the terms of which are stipulated in the Nevada Revised Statutes."
what states are on the east coast,"The states which have shoreline on the East Coast are, from north to south, the U.S. states of Maine , New Hampshire , Massachusetts , Rhode Island , Connecticut , New York , New Jersey , Delaware , Maryland , Virginia , North Carolina , South Carolina , Georgia , and Florida ."
when president nixon resigns,"Richard Milhous Nixon (January 9, 1913 – April 22, 1994) was the 37th President of the United States , serving from 1969 to 1974, when he became the only president to resign the office."
when did sertraline come on the market,It was introduced to the market by Pfizer in 1991.
where fourth of july came from,"Independence Day, commonly known as the Fourth of July, is a federal holiday in the United States commemorating the adoption of the Declaration of Independence on July 4, 1776, declaring independence from the Kingdom of Great Britain ."
when did secretariat win,"Secretariat (March 30, 1970 – October 4, 1989) was an American Thoroughbred racehorse that in 1973 became the first U.S. Triple Crown champion in 25 years."
what are batteries made up of,"Lead-acid batteries are made up of plates of lead and separate plates of lead dioxide , which are submerged into an electrolyte solution of about 38% sulfuric acid and 62% water ."
what is a full job time??,Full-time employment is employment in which a person works a minimum number of hours defined as such by his/her employer.
what are the three primary colors in the subtractive color model,"The overlapping subtractive yellow, cyan and red (magenta) image elements can clearly be seen."
what are layers of the ionosphere,"The ionosphere is a region of the upper atmosphere , from about to altitude, and includes the thermosphere and parts of the mesosphere and exosphere ."
what people used mayan numeral system,Maya numerals are a vigesimal ( base - twenty ) numeral system used by the Pre-Columbian Maya civilization .
what is a newsgroup message,"A Usenet newsgroup is a usually within the Usenet system, for messages posted from many users in different locations."
who plays as big bird,He lives in a large nest behind the 123 Sesame Street brownstone and has a teddy bear named Radar.
who accompanied King louis the VII of France on the second crusade,"The Second Crusade was announced by Pope Eugene III , and was the first of the crusades to be led by European kings, namely Louis VII of France and Conrad III of Germany , with help from a number of other European nobles."
who founded walmart,"The company was founded by Sam Walton in 1962, incorporated on October 31, 1969, and publicly traded on the New York Stock Exchange in 1972."
what are some legal uses of meth,"Although rarely prescribed, methamphetamine hydrochloride is approved by the U.S. Food and Drug Administration (FDA) for the treatment of attention deficit hyperactivity disorder and obesity under the trade name Desoxyn."
when did gary moore die,"Robert William Gary Moore (4 April 1952 – 6 February 2011), was a Northern Irish musician, most widely recognised as a singer and guitarist."
what is 6 pin din connector,The mini-DIN connectors are a family of multi-pin electrical connectors used in a variety of applications.
what is a hosting company on a website,A web hosting service is a type of Internet hosting service that allows individuals and organizations to make their website accessible via the World Wide Web .
Where does the word baptism come from,"Baptism (from the Greek noun βάπτισμα baptisma; itself derived from βαπτισμός baptismos, washing) is a Christian rite of admission (or adoption ), almost invariably with the use of water, into the Christian Church generally and also a particular church tradition."
what school did Zach Thomas play for before making it in to the NFL,"He played college football for Texas Tech University , and was recognized as an All-American ."
what order is the moth,"A moth is an insect related to the butterfly , both being of the order Lepidoptera ."
what are the uses for gui,"GUIs can be used in computers , hand-held devices such as MP3 players, portable media players or gaming devices, household appliances, office, and industry equipment."
who won antm cycle 12,"The winner was 20-year-old Teyona Anderson from Woodstown, New Jersey ."
who owns exxon mobil,"It is a direct descendant of John D. Rockefeller 's Standard Oil company, and was formed on November 30, 1999, by the merger of Exxon and Mobil ."
who built the globe,"It was built in 1599 by Shakespeare's playing company , the Lord Chamberlain's Men , on land owned by Thomas Brend and inherited by his son, Nicholas Brend and grandson Sir Matthew Brend , and was destroyed by fire on 29 June 1613."
what are warehouse spreadsheets used for,The access layer helps users retrieve data.
what is a rock quarry,A quarry is a type of open-pit mine from which rock or minerals are extracted.
what kind of school is MIT,"The MIT Sloan School of Management (also known as MIT Sloan or Sloan) is the business school of the Massachusetts Institute of Technology , in Cambridge , Massachusetts , USA ."
Who Started the Mormon Church,"Mormons () are a religious and cultural group related to Mormonism , the principal branch of the Latter Day Saint movement of Restorationist Christianity , which began with the visions of Joseph Smith in upstate New York during the 1820s."
what are banana plugs for,"A banana connector (commonly banana plug for the male , banana socket or banana jack for the female ) is a single- wire (one conductor ) electrical connector used for joining wires to equipment ."
what part of the earth's structure is believed to consist of tectonic plates,"On Earth, there are seven or eight major plates (depending on how they are defined) and many minor plates."
when did the trojan war take place,"The ancient Greeks thought that the Trojan War was a historical event that had taken place in the 13th or 12th century BC, and believed that Troy was located in modern-day Turkey near the Dardanelles ."
what is a letterbox movie,"The resulting videographic image has mattes (black bars) above and below it; these mattes are part of the image (i.e., of each frame of the video signal)."
who won the 2009 super bowl,The Steelers defeated the Cardinals by the score of 27–23.
what is a popular people meter,A people meter is an audience measurement tool used to measure the viewing habits of TV and cable audiences.
what are the characteristics of bryophytes,"Some bryophytes do have specialized tissues for the transport of water; however since these do not contain lignin , they are not considered to be true vascular tissue."
when to use semicolon,The Italian printer Aldus Manutius the Elder established the practice of using the semicolon to separate words of opposed meaning and to indicate interdependent statements.
when did xbox release,"It was released on November 15, 2001 in North America, February 22, 2002 in Japan, and March 14, 2002 in Australia and Europe."
what is a roll play games,A role-playing game (RPG and sometimes roleplaying game) is a game in which players assume the roles of characters in a fictional setting .
when did the civil war start and where,"The American Civil War (ACW), also known as the War between the States or simply the Civil War (see naming ), was a civil war fought from 1861 to 1865 between the United States (the ""Union"" or the ""North"") and several Southern slave states that declared their secession and formed the Confederate States of America (the ""Confederacy"" or the ""South"")."
What are the busiest airports in the world,"The definition of the world's busiest airport has been specified by the Airports Council International in Geneva, Switzerland."
where the streets have no name filming location,"The song was notably performed on a Los Angeles rooftop for the filming of its music video, which won a Grammy Award for Best Performance Music Video .Recently the song has been used by the NFL's Baltimore Ravens as their entrance song in Super Bowl XLVII"
where did the mayflower land,"The Mayflower was the ship that in 1620 transported 102 English Pilgrims , including a core group of Separatists , to New England."
what is a forward in soccer,"Forwards, also known as strikers, are the players on a team in association football who play nearest to the opposing team's goal, and are therefore principally responsible for scoring goals."
WHO QUALIFIES AS A DOMESTIC PARTNER IN CA,"A California domestic partnership is a legal relationship available to same-sex couples, and to certain opposite-sex couples in which at least one party is at least 18 years of age."
where did mark jackson play pro basketball?,"A point guard from St. John's University , he played for the New York Knicks , Indiana Pacers , Los Angeles Clippers , Denver Nuggets , Toronto Raptors , Utah Jazz and Houston Rockets in the NBA in a career spanning from 1987 to 2004."
what languages are spoken in south africa,"The English version of the South African constitution refers to the languages by the names in those languages: isiZulu , isiXhosa , Afrikaans , Sepedi (referring to Northern Sotho), Setswana , English , Sesotho (referring to Southern Sotho), Xitsonga , Siswati , Tshivenda and isiNdebele (referring to Southern Ndebele)."
Who controlled Alaska before US?,"Alaska was purchased from Russia on March 30, 1867, for $7.2 million ($ adjusted for inflation) at approximately two cents per acre ($4.74/km2)."
what are stink bombs made of,"Another one, "" Who me? "", is a mixture of five sulfur-containing chemicals and smells like rotting food and carcasses."
who sang black velvet,"Black Velvet is a blues verse with a rock chorus written by Canadian songwriters Christopher Ward and David Tyson , recorded by Canadian singer songwriter Alannah Myles ."
"who said ""A picture is worth a thousand words""?","It's worth a thousand words."" appears in a 1911 newspaper article quoting newspaper editor Arthur Brisbane discussing journalism and publicity."
who produced loyal to the game?,"Released in the United States on December 14, 2004 (December 12 in the United Kingdom ), Loyal to the Game was produced by Eminem ."
WHAT ARE HERITABLE TRAITS,heritability of a trait within a population is the proportion of observable differences in a trait between individuals within a population that is due to genetic differences.
who does afge represent,"The American Federation of Government Employees (AFGE) is an American labor union representing over 650,000 employees of the federal government , about 5,000 employees of the District of Columbia , and a few hundred private sector employees, mostly in and around federal facilities."
what teams won super bowl,"The Pittsburgh Steelers have won the most Super Bowls with six championships (record 6–2), while both the Dallas Cowboys and San Francisco 49ers have five wins each (Cowboys 5–3; 49ers 5–1)."
what year was christianity introduced to sub-saharan africa,Christianity in Africa began in Egypt in the middle of the 1st century.
who wrote puff the magic dragon,"Puff, the Magic Dragon is a song written by Leonard Lipton and Peter Yarrow , and made popular by Yarrow's group Peter, Paul and Mary in a 1963 recording."
when did expos become nationals,"After being purchased by MLB in 2002, the team was moved before the season to Washington and renamed the Nationals, the first relocation since the second Washington Senators moved to Arlington, Texas , and became the Texas Rangers in ."
what is a contingent fee with an attorney,"In the law , it is defined as a ""fee charged for a lawyer's services only if the lawsuit is successful or is favorably settled out of court...."
